title,cpc_i,asignee,filing_date,patent_no,relevancy,category
UNMANNED AERIAL VEHICLES,B64U30/26;B64C39/028;B64C39/024,Unknown,2015-07-22,20180194463,71.41031,Aviation
METHOD FOR INSTALLING AN OBJECT USING AN UNMANNED AERIAL VEHICLE,B64C39/024;H02G1/02;G05D1/0094,Unknown,2015-07-22,20160023761,68.21084,Aviation
SYSTEM AND METHOD FOR AUTOMATED TRAFFIC MANAGEMENT OF INTELLIGENT UNMANNED AERIAL VEHICLES,G08G5/0034;H04W4/029;H04W4/40;H04W4/46;G05D1/104;G08G5/0008;G08G5/0021;G08G5/0069;G08G5/0026;G08G5/0013;G08G5/0039;G08G5/0043;B64C39/024,Unknown,2015-07-15,20160328979,65.09425,Aviation
Process and system to register and regulate unmanned aerial vehicle operations,G08G5/0039;G08G5/025;G08G5/006;G08G5/0034;G01C21/3826;G08G5/0069;G08G5/0056;G08G5/0052;G06Q10/00;G08G5/0086;B64C39/024;G08G5/003,Exelis Inc.,2015-07-15,9734723,64.99949,Aviation
METHODS AND APPARATUS FOR UNMANNED AERIAL VEHICLE LANDING AND LAUNCH,G08G5/0013;B64U50/37;G08G5/0065;G08G5/0026;B64D45/04;G05D1/0676;G08G5/0069;G05D1/0669;B64C39/024;B64U70/90;G08G5/025;B64U80/25,Unknown,2015-07-15,20160376031,64.82223,Aviation
UNMANNED AERIAL VEHICLE (UAV) FOR COLLECTING AUDIO DATA,G10K11/17881;H04R1/1083;B64C39/024;H04R3/005;G10K11/17857,Unknown,2015-07-10,20160063987,68.21084,Aviation
Falling-resistant and Anti-Drifting Unmanned Aerial Vehicle,B64B1/20;B64C29/0025;B64B1/34;B64C39/024;B64D1/18;B64C3/185;B64D45/06;B64U20/30;B64C3/187;B64C25/06,Unknown,2015-07-09,20180229840,68.296585,Aviation
SYSTEM AND METHOD FOR ENABLING VIRTUAL SIGHTSEEING USING UNMANNED AERIAL VEHICLES,G08G5/0069;B64C39/024;G06Q10/04;G08G5/0078;H04B7/18506;G05D1/104;G08G5/0043,Unknown,2015-07-09,20160035224,65.09425,Aviation
Unmanned aerial vehicle control method and unmanned aerial vehicle using same,G05D1/0669;G05D1/042;G05D1/0816;B64C39/024;G05D1/0858;B64U70/10,"HON HAI PRECISION INDUSTRY CO., LTD.",2015-07-07,9477229,68.06104,Aviation
SYSTEMS AND METHODS FOR MONITORING UNMANNED AERIAL VEHICLES,G08G5/0056;G01C23/00;G01C21/26;G08G5/0013;G08B3/10;G08G5/0082;G08G5/0069;G08B6/00;G08G5/0086;G05D1/0044;G08B5/22,"DREAMSPACEWORLD CO., LTD.",2015-06-30,20170004714,66.23754,Aviation
SUBMERSIBLE UNMANNED AERIAL VEHICLES AND ASSOCIATED SYSTEMS AND METHODS,B64C39/024;B63G8/08;B64U10/14;B64C37/00;B60F5/02,Unknown,2015-06-30,20160376000,63.666897,Aviation
Collaborative unmanned aerial vehicle for an inventory system,G05D1/102;B64C39/024;B64B1/40;B64B1/26;G05D1/104,"Amazon Technologies, Inc.",2015-06-26,10000284,68.26391,Aviation
Maneuvering a package following in-flight release from an unmanned aerial vehicle (UAV),B64D1/10;G05D1/105;B64D17/00;G05D1/106;B64C39/024;B64C1/22;B64D1/12,"Amazon Technologies, Inc.",2015-06-26,9567081,62.811836,Aviation
SYSTEM AND METHOD FOR MANAGING UNMANNED AERIAL VEHICLES,B60L53/124;G05D1/0011;B64U70/90;B60L53/68;B64C39/024;B60L53/126;B64D45/04;B60L53/67;B60L53/80;B64U50/39;B60L53/66;B64U80/25;B64C29/0016;B60L53/36,Unknown,2015-06-23,20160144734,67.12035,Aviation
"WEARABLE UNMANNED AERIAL VEHICLES, AND ASSOCIATED SYSTEMS AND METHODS",B64C39/024;B64C39/028;G05D1/0669;B64U10/14;B64U10/80;B64U70/10;G05D1/12,Unknown,2015-06-22,20160101856,63.95226,Aviation
UNMANNED AERIAL VEHICLE FOR SITUATIONAL AWARENESS TO FIRST RESPONDERS AND ALARM INVESTIGATION,G08G5/0069;G08G5/0034;G05D1/106;B64C39/024,"Scott Technologies, Inc.",2015-06-19,20170124885,63.49718,Aviation
Instructing unmanned aerial vehicles to land,H04B7/18504;G08G5/0013;G05D1/0676;G06F16/487;G08G5/045;B64C39/024;G01S13/913;H04B7/185;G08G5/0069;G01C9/005;G05D1/102;G08G5/0086;G06V20/13;G08G5/0034;B64C19/00;G08G5/025,"Amazon Technologies, Inc.",2015-06-15,9896204,69.92905,Aviation
Unmanned aerial vehicle payload delivery,B64C39/024;B64D1/12;B64U10/13,"Amazon Technologies, Inc.",2015-06-15,9650136,68.831055,Aviation
MESSAGING-ENABLED UNMANNED AERIAL VEHICLE,G05D1/0022,Unknown,2015-06-12,20150362917,69.39477,Aviation
Unmanned aerial vehicle based surveillance as a service,G06V20/52;G06V20/13;G06Q10/083;B64C39/024;G06V20/17;H04N7/181,"Amazon Technologies, Inc.",2015-06-12,10322801,68.26391,Aviation
IGNITION CONTROL AND SYSTEM FOR AN ENGINE OF AN UNMANNED AERIAL VEHICLE (UAV),F02P15/08;F02P15/02;F02P9/007;F02P5/1502;F02P3/0407;F02P17/00;F02C7/266;F02P3/0807,Unknown,2015-06-12,20170122282,63.95226,Aviation
TETHERED UNMANNED AERIAL VEHICLE-BASED SYSTEMS AND METHODS ASSOCIATED WITH CELL SITES AND CELL TOWERS,B64C27/06;B64C39/024;G05D1/0866;B64C39/022;B64D47/08;B64U10/60;G05D1/0094,"ETAK SYSTEMS, LLC",2015-06-11,20160309341,57.774784,Aviation
Unmanned aerial vehicle physical metrics acquisition,B64C39/024;G01M1/125;G01M1/10,"Amazon Technologies, Inc.",2015-06-09,9656749,69.580696,Aviation
Autonomous Unmanned Aerial Vehicle Decision-Making,G05D1/0044;B64C39/024;G05D1/0022;B64D47/08;G05D1/0088;G05D1/0094,Unknown,2015-06-05,20160357192,68.08042,Aviation
MOBILE COMPUTING DEVICE-BASED GUIDANCE NAVIGATION AND CONTROL FOR UNMANNED AERIAL VEHICLES AND ROBOTIC SYSTEMS,G05D1/0866;G05D1/0094;B05B13/005;B64C39/024,Unknown,2015-06-03,20150344136,61.859165,Aviation
Unmanned aerial vehicle,Unknown,"SZ DJI TECHNOLOGY CO., LTD.",2015-06-01,D780062,70.85337,Aviation
UNMANNED AERIAL VEHICLE RECOVERY SYSTEM,B64D17/62;G05D1/0088;B64C39/024;G05D1/105;B64D17/80;G05D1/0072;G05D1/0077;B64D43/02,Unknown,2015-05-28,20160347462,72.11012,Aviation
Airborne unmanned aerial vehicle monitoring station,G08G5/0078;G08G5/0008;G08G5/0095;G08G5/0021;G08G5/0069;G06Q10/083;G08G5/0082;G08G5/0013,"Amazon Technologies, Inc.",2015-05-28,9741255,66.71026,Aviation
DOPPLER SHIFT ESTIMATION AND CORRECTION FOR BROADBAND COMMUNICATION IN UNMANNED AERIAL VEHICLES,H04W56/0035;G01S5/021;H04W4/027;H04B7/18504;H04B1/0475,Unknown,2015-05-28,20170041895,64.8146,Aviation
METHOD FOR ADAPTIVE MISSION EXECUTION ON AN UNMANNED AERIAL VEHICLE,G05D1/0094;G05D1/0202;B64C39/024,Unknown,2015-05-20,20150336671,66.9209,Aviation
SYSTEM AND METHOD FOR PLACEMENT OF SENSORS THROUGH USE OF UNMANNED AERIAL VEHICLES,G01C21/20;G08G5/0034;G08G5/0043;G05D1/104;B64C39/024,Unknown,2015-05-19,20160232794,63.49373,Aviation
Unmanned aerial vehicle,Unknown,"SZ DJI Technology Co., Ltd.",2015-05-15,D777059,69.72534,Aviation
IMPACT ABSORPTION APPARATUS FOR UNMANNED AERIAL VEHICLE,B64C39/024;B64U10/14;B64D25/00,Unknown,2015-05-15,20160332739,68.46326,Aviation
GROUND TERMINAL AND GATEWAY BEAM POINTING TOWARD AN UNMANNED AERIAL VEHICLE (UAV) FOR NETWORK ACCESS,H04B7/18504;B64C39/024,Unknown,2015-05-13,20160337027,61.546726,Aviation
Distributed unmanned aerial vehicle architecture,B64C39/024;B64D47/00;H04L47/25;G01C23/00;G05D1/0022;B64D47/08;B64U10/14;B64D41/00,"UNMANNED INNOVATION, INC.",2015-05-11,9273981,68.64773,Aviation
UNMANNED AERIAL VEHICLE AUTHORIZATION AND GEOFENCE ENVELOPE DETERMINATION,G08G5/0039;G07C5/008;B64C39/024;H04L67/12;G05D1/101;G08G5/0026;H04W12/06;H04W4/029;G07C5/02;H04W4/021;G07C5/0808;G08G5/0056;G05D1/0011;G08G5/0069;G08G5/0091;G07C5/004;G05D1/0022;G07C5/0816;G05D1/0027;H04W48/02;G08G5/006;G05D1/0202,Unknown,2015-05-11,20150325064,66.71787,Aviation
UTILIZING AN UNMANNED AERIAL VEHICLE PLATFORM WHICH IS EQUIPPED WITH A TURNTABLE ASSEMBLY,B64F1/027;B64F1/0297;B64U10/13;B64C39/024;B64F1/06;B64F1/025,Unknown,2015-05-08,20160325849,62.448868,Aviation
Enhanced unmanned aerial vehicles for damage inspection,B64C39/024;G06Q40/08;G05D1/0094;G05D1/106;B64D47/08;G05D1/0011,Allstate Insurance Company,2015-04-30,9505494,69.580696,Aviation
Unmanned aerial vehicle payload receiving apparatus,A47G29/12;A47G29/14,"Amazon Technologies, Inc.",2015-04-30,10093454,67.91502,Aviation
Enhanced unmanned aerial vehicles for damage inspection,B64C39/024;G06Q40/08,Allstate Insurance Company,2015-04-30,10102586,67.37813,Aviation
SMALL UNMANNED AERIAL VEHICLE (SUAV) SHIPBOARD RECOVERY SYSTEM,B64C39/024;B64F1/027;B63B17/00;B64F1/025;B64U10/80,Unknown,2015-04-28,20160016675,66.71787,Aviation
VERTICAL TAKEOFF AND LANDING (VTOL) UNMANNED AERIAL VEHICLE (UAV),B64F1/007;B64C25/04;B64C9/00;B64C3/546;B64C29/02;B64C39/024;B64C3/56;B64C11/48;G05D1/0011;B64U60/70;G05D1/102,NORTHROP GRUMMAN SYSTEMS CORPORATION,2015-04-24,20160378120,66.79339,Aviation
SYSTEMS AND METHODS FOR EXECUTION OF RECOVERY ACTIONS ON AN UNMANNED AERIAL VEHICLE,G05B23/0286;B64U70/95;B64C39/024;G05D1/0088,Unknown,2015-04-22,20150225081,65.86231,Aviation
SURFACE CLEANING UNMANNED AERIAL VEHICLE,B08B5/02;B08B3/02;G05D1/0094;E04G23/00;B64U50/34;B08B1/00;H02G1/02;E04G23/002;B64C39/024;A47L1/02,Elwha LLC,2015-04-17,20160052027,69.3404,Aviation
RADIO ACCESS NETWORK FOR UNMANNED AERIAL VEHICLES,H04B7/18506;H04W16/14;H04W72/54,Unknown,2015-04-14,20160330771,67.43939,Aviation
UNMANNED AERIAL VEHICLE-BASED SYSTEMS AND METHODS ASSOCIATED WITH CELL SITES AND CELL TOWERS,H04W24/08,"ETAK SYSTEMS, LLC",2015-04-14,20160309339,59.508503,Aviation
"SYSTEMS, METHODS, AND DEVICES FOR PROVIDING ASSISTANCE TO AN UNMANNED AERIAL VEHICLE",G08G5/0013;G08G5/0008;G08G5/0056;G08G5/0078;G08G5/0069;G08G5/0086;B64C39/024,Unknown,2015-04-09,20160300496,66.79339,Aviation
Unmanned aerial vehicle,Unknown,"Matternet, Inc.",2015-03-26,D776570,72.68463,Aviation
Unmanned aerial vehicle,Unknown,"Matternet, Inc.",2015-03-26,D776569,70.85337,Aviation
MODULARIZED ARMOR STRUCTURE WITH UNMANNED AERIAL VEHICLE LOADED AND ARMORED VEHICLE USING THE SAME,B64C39/024;G05D1/0094;B64U10/60;B64C39/022;F41H7/04,Unknown,2015-03-25,20150276353,61.642155,Aviation
Gimbal and unmanned aerial vehicle including the same,B64D47/08;F16M11/10;B64U20/87;F16M13/02;B64C39/024;F16M11/123;F16M11/18;G02B27/644;F16M11/2071;G02B23/16;F16M13/022;G03B15/006;G03B17/561;F16M11/06,"ZEROTECH (SHENZHEN) INTELLIGENCE ROBOT CO., LTD.",2015-03-24,10047905,67.219925,Aviation
PARCEL DELIVERY METHOD USING AN UNMANNED AERIAL VEHICLE,G06Q10/08355,Unknown,2015-03-23,20160012393,67.9048,Aviation
ADJUSTABLE LANDING GEAR ASSEMBLY FOR UNMANNED AERIAL VEHICLES,B64D1/02;B64U50/14;B64C25/32;B64U60/40;B64C25/18;B64C39/024;B64C25/24;B64C25/52;B64C25/10;B64C25/001;B64U30/10;G05D1/102;B64U30/26,Unknown,2015-03-18,20160272308,65.92078,Aviation
AUTONOMOUS AIRBAG SYSTEM FOR UNMANNED AERIAL VEHICLES,B64C39/024;B64U70/87,Unknown,2015-03-17,20160272333,69.137085,Aviation
UNMANNED AERIAL VEHICLE AND METHOD FOR PROTECTING PAYLOAD,G05D1/0011;B64D1/08;B64U10/13;G08G5/0056;G05D1/105;B64D17/80;B64C39/024;G05D1/106,Unknown,2015-03-16,20160009392,68.21084,Aviation
Unmanned aerial vehicle beacon pod,H04W76/10;G08G5/025;H04B7/18506;H04W12/06;G08G5/0013;G08G5/0069,"Amazon Technologies, Inc.",2015-03-12,9881506,69.49669,Aviation
"UNMANNED AERIAL VEHICLE, CHARGING STATION, AND AUTOMATIC CHARGING SYSTEM FOR UNMANNED AERIAL VEHICLE INCLUDING THE SAME",B64C39/024;B60L53/30;B64C25/32;B64U80/25;B64U60/50,Defense Agency For Technology And Quality,2015-03-11,20160200207,66.27781,Aviation
Cascade recognition for personal tracking via unmanned aerial vehicle (UAV),G06F18/22;G06F16/51;G06F3/044;H04N7/183;G06V10/40;G06V20/13;G06T7/20;B64D47/08;B64C39/024;G06V30/422;H04N5/44;G06T7/248;H04N7/181;H04N7/185,Unknown,2015-03-09,9710709,64.5566,Aviation
Real-time noise reduction system for dynamic motor frequencies aboard an unmanned aerial vehicle (UAV),G10K11/178;G10L25/48;G10L21/0216,Trace Live Network Inc.,2015-03-09,9489937,60.469685,Aviation
CARGO TRANSPORT SYSTEM AND METHOD BASED ON UNMANNED AERIAL VEHICLE,G06Q10/083;G08G5/0013;G08G5/0026;B64U70/93;B64C39/024;G08G5/0069;G05D1/0684,Unknown,2015-03-05,20170139424,65.79786,Aviation
UNMANNED AERIAL VEHICLE WITH A TRI-WING CONFIGURATION,B64U10/14;B64C27/22;B64C39/024;B64C29/0025;B64C23/069,Unknown,2015-03-03,20160375997,64.77066,Aviation
Unmanned aerial vehicle for collaboration,H04L67/10;H04N7/142;B64U20/87;H04N5/2222;B64C39/024;B64U10/14;B64C27/08,"Google, Inc.",2015-03-02,9409645,70.52645,Aviation
LANDING OF UNMANNED AERIAL VEHICLES ON TRANSPORTATION VEHICLES FOR TRANSPORT,G01C21/343;G08G5/025;G06Q10/047;G06Q10/083;G06Q10/08;G01C21/3423;G08G5/0069;B64C39/024;G08G5/0013;G08G5/0056;G08G5/0065;B64U70/93;G06Q50/40,Unknown,2015-03-02,20160257401,68.296585,Aviation
Speech interaction for unmanned aerial vehicles,B64C39/024;G06F3/167;B64D47/06;G10L15/22,"Amazon Technologies, Inc.",2015-02-27,9747901,70.52624,Aviation
Universal unmanned aerial vehicle identification system,G08G5/0013;B64C39/024;G08G5/0082;G08G5/0078;G08G5/0069;G08G5/0008;G08G5/0039;H04W24/02;G06F21/44,"Amazon Technologies, Inc.",2015-02-27,9646502,69.21609,Aviation
Tethering system for unmanned aerial vehicles,B64F3/02;B64C39/022;B64U10/60,"Amazon Technologies, Inc.",2015-02-27,10384777,68.75726,Aviation
PRE-FLIGHT SELF TEST FOR UNMANNED AERIAL VEHICLES (UAVs),B64F1/12;B64U70/95;B64U80/40;B64U80/25;B64C39/024;B64U80/86;B64U70/99;B64F1/00;B64F1/04;A47G29/14;G06Q10/0832;B64D1/00;B64F5/60,Unknown,2015-02-25,20160244187,66.172066,Aviation
BEAM FORMING AND POINTING IN A NETWORK OF UNMANNED AERIAL VEHICLES (UAVS) FOR BROADBAND ACCESS,H04B7/0413;H04B7/18504;B64C39/024;H04B7/2041,Unknown,2015-02-19,20160134358,61.66982,Aviation
Unmanned aerial vehicle assistant,B64D47/08;G06F3/167;B64C39/028;G06T7/20;H04N7/185;G05D1/0011;G05D1/106;G05D1/102;G01C21/34;B64C39/024;G05D1/0094;G05D1/0016;H04N23/64;B64U80/25,"Amazon Technologies, Inc.",2015-02-17,9471059,68.88136,Aviation
Item delivery with an unmanned aerial vehicle and unmanned aerial vehicle retrieval system,G01C21/20;B64C39/024;B64U10/14;G06Q10/08355,"Amazon Technologies, Inc.",2015-02-16,9828092,64.42878,Aviation
Home station for unmanned aerial vehicle,B64F1/027;B64U70/50;B64F1/00;B64U70/95;B64F1/18;B64F1/04;B64U50/39;B64C39/024;B64F1/025;B64F1/222;B64F1/22,Wing Aviation LLC,2015-02-11,10239638,68.64773,Aviation
System and method for controlling flight operations of an unmanned aerial vehicle,G08G5/0026;G08G5/0039;G08G5/0069;B64U80/25;B64C39/024;G05D1/104;G08G5/0056,Unknown,2015-02-07,9454157,65.156975,Aviation
"UNMANNED AERIAL VEHICLES, CHARGING SYSTEMS FOR THE SAME AND METHODS OF CHARGING THE SAME",B64U50/37;B64C29/0016;B64C39/024;B64D27/24;B64C39/028;B64C25/52,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,2015-02-05,20180044015,63.85243,Aviation
SYSTEMS AND METHODS FOR DOCKING AND CHARGING UNMANNED AERIAL VEHICLES,B64C39/024;H02J7/00;F21V33/00;F21K9/20;H01F38/14;B64F1/00,"Toyota Motor Engineering &amp; Manufacturing North America, Inc.",2015-02-04,20160221688,66.21294,Aviation
Maneuvering an unmanned aerial vehicle without considering the effects of gravity,B64C39/024;G05D1/0858,"Amazon Technologies, Inc.",2015-02-02,10011353,63.97645,Aviation
Tiltrotor Unmanned Aerial Vehicle,B64C39/024;B64C29/0033;B64U30/24;G01S19/13;B64U30/297;B64C27/28,"Aero Machining, LLC",2015-02-01,20160272312,69.975426,Aviation
Unmanned Aerial Vehicle Communication Using Distributed Antenna Placement and Beam Pointing,H04W36/0005;H04B7/1555;B64C39/024;H04B7/18554;H04B7/18504;H04B7/18556;H04B7/18578;H04W84/06;H04W24/02;H04W36/0085;B64U80/30;H04B7/18541;H04B7/18528;H04B7/18506;H04B7/18539;H04B7/18543;H04W36/36;H04W36/30,Unknown,2015-01-29,20150237569,62.87605,Aviation
Unmanned Aerial Vehicle,B64C39/024;G01R31/58;B64U20/87;B64C39/10;G06V20/176;B64U30/293;H04N7/185,Unknown,2015-01-28,20150210388,70.98749,Aviation
A METHOD AND AN UNMANNED AERIAL VEHICLE FOR DETERMINING EMISSIONS OF A VESSEL,G07C5/008;G01N33/0042;G01W1/02;G01N21/51;G01N33/004;G01M15/102;G01N21/3504;B64C39/024;G05D1/0094;G01N1/2273;G05D1/101;G01N27/4162,Unknown,2015-01-27,20170003684,63.532284,Aviation
"DISTRIBUTED, UNMANNED AERIAL VEHICLE PACKAGE TRANSPORT NETWORK",G05D1/1062;G08G5/0026;G08G5/0043;G05D1/104;G06Q10/00;G08G5/0069;B64C39/024;G05D1/0027;G08G5/0091;G08G5/0013;G08G5/0056,Unknown,2015-01-16,20160209839,68.185905,Aviation
PACKAGE TRANSPORT CONTAINER AND TRANSPORT OPERATIONS FOR AN UNMANNED AERIAL VEHICLE,G06Q10/0833;B64D1/02;B64C39/024;B64D1/12;G06Q10/0832,Unknown,2015-01-16,20160207627,66.21294,Aviation
Landing Pad For Unmanned Aerial Vehicle Delivery,A47G29/141;B64U70/90;B64C39/024;A01M29/16;B64F1/32;A47G29/14;G05D1/0202;B64F1/04;B64U80/70,Unknown,2014-12-31,20150183528,68.57109,Aviation
Supervisory control of an unmanned aerial vehicle,G08G5/0013;G05D1/0094;G08G5/0069;B64C39/024;G08G5/025;G06V20/17;G05D1/0088;G05D1/0202;G06V20/176;G05D1/0038,X Development LLC,2014-12-31,9817396,67.09329,Aviation
Transitioning an unmanned aerial vehicle to horizontal flight,G05D1/0858;G05D1/0005;B64U30/10;B64C39/024,"Amazon Technologies, Inc.",2014-12-22,9586683,67.91502,Aviation
METHOD AND SYSTEM FOR AN EMERGENCY LOCATION INFORMATION SERVICE (E-LIS) FROM UNMANNED AERIAL VEHICLES (UAV),H04W4/025;H04W64/003;H04W4/70;H04W64/00;H04W4/90,Unknown,2014-12-22,20150140954,60.422367,Aviation
Multi-use unmanned aerial vehicle docking station,F21S8/086;B64F1/32;F21S8/085;B64F1/12;G05D1/0094;B65G43/00;F21V33/00;B65G51/02;A47G29/14,"Amazon Technologies, Inc.",2014-12-18,9527605,68.316216,Aviation
Delivery of packages by unmanned aerial vehicles,B65B43/00;B65B35/56;G05D1/105;B29C44/1266;B65B61/182;B29C44/60;B65D5/50;G06Q10/0832;B29C65/50;G01S19/13;B29C44/5681;B65B5/02;G01C21/20,"Amazon Technologies, Inc.",2014-12-18,9536216,67.97286,Aviation
Inspecting A Solar Panel Using An Unmanned Aerial Vehicle,G01N21/88;B64C39/024;G05D1/0094;G06V20/176;F24S40/90;H02S50/10,Unknown,2014-12-17,20170349279,68.31394,Aviation
Unmanned aerial vehicle,Unknown,BCB International Limited,2014-12-10,D751025,71.15117,Aviation
SYSTEM FOR DETACHABLY COUPLING AN UNMANNED AERIAL VEHICLE WITHIN A LAUNCH TUBE,B64F1/04;B64U70/50;B64C39/024;B64U10/60,Unknown,2014-12-05,20160347476,64.4704,Aviation
DELIVERY PLATFORM FOR UNMANNED AERIAL VEHICLES,B64C39/024;B64F1/00;B64F1/32;B64U70/90;A47G29/22;B64D1/22;A47G29/14,Unknown,2014-12-04,20150175276,70.74283,Aviation
SYSTEMS AND METHODS FOR RELIABLE RELATIVE NAVIGATION AND AUTONOMOUS FOLLOWING BETWEEN UNMANNED AERIAL VEHICLE AND A TARGET OBJECT,G05D1/042;G05D1/0088;G08G5/0086;B64C39/024;G05D1/102;G08G5/0069;G08G5/045,Unknown,2014-12-03,20160304198,56.29501,Aviation
APPARATUS AND METHOD FOR LAUNCH AND RECOVERY OF AN UNMANNED AERIAL VEHICLE,B64F1/04;B64F1/0295,Unknown,2014-11-27,20170320592,64.029495,Aviation
Unmanned aerial vehicle,Unknown,"Hanwha Techwin Co., Ltd.",2014-11-21,D745435,70.85337,Aviation
Development of an unmanned aerial vehicle,G06Q10/083;G06F30/15;B64C39/024;B64D1/10,"Amazon Technologies, Inc.",2014-11-18,9940432,70.07677,Aviation
Unmanned aerial vehicle data services,H04W48/04;B64C39/024;H04W12/06;H04L67/125;H04W16/20;G06F16/00;H04W4/44;H04L67/02;H04W12/63;H04L63/0442;H04W12/61;H04L63/0876;G05D1/0027;H04L67/56;H04L67/12;H04W84/18;H04L67/06;H04W12/03,"Amazon Technologies, Inc.",2014-11-18,10073449,69.599106,Aviation
UNMANNED AERIAL VEHICLE CONFIGURATION FOR EXTENDED FLIGHT,B64C27/20;B64C27/24;B64C29/0025;B64C39/024;B64C27/22,Unknown,2014-11-11,20160129998,68.764206,Aviation
Unmanned aerial vehicle,Unknown,"DRONESMITH TECHNOLOGIES, INC.",2014-11-06,D761690,71.53797,Aviation
Action camera system for unmanned aerial vehicle,G06V10/245;G06V20/13;G06T7/248;G06V10/62;H04N23/69;G06V20/17;G06T7/80;H04N23/611;H04N7/181;H04N23/80;G05D1/0094;H04N7/185;G06V30/2247,Trace Live Network Inc.,2014-11-05,9769387,66.86869,Aviation
Location-Based Services Provided via Unmanned Aerial Vehicles (UAVs),G01S5/14;G06Q10/0833;G01S13/876;H04W64/003;H04B7/18502;G01S5/02,Unknown,2014-11-05,20170041763,66.79339,Aviation
UNMANNED AERIAL VEHICLE,B64C39/024;B60F5/02;B64U30/26;A63H17/14;A63H27/12,Unknown,2014-10-29,20160121673,72.274086,Aviation
UNMANNED AERIAL VEHICLE,B60F5/02;B64U50/19;B64C39/024;B64C27/08;B64U30/299;B64C37/00;B64D1/22;B64C25/38,Unknown,2014-10-29,20160229534,71.41031,Aviation
UNMANNED AERIAL VEHICLE,B64C39/024;B64U20/40;B60F5/02;B64U30/299;B64C37/00;B64U50/19,Unknown,2014-10-29,20160122015,71.32672,Aviation
In-flight reconfigurable hybrid unmanned aerial vehicle,B64C29/02;B64U10/20;B64C3/56;B64U30/16;B64C39/024;B64U30/295;B64C1/30,"Amazon Technologies, Inc.",2014-10-27,9550567,65.70506,Aviation
SURVEYING AREAS USING A RADAR SYSTEM AND AN UNMANNED AERIAL VEHICLE,G01S13/88;G01S13/867;G01S13/56;G05D1/0088;B64C39/024;G01S13/886;H04N1/00103;G01S13/50,Unknown,2014-10-22,20160116915,64.120384,Aviation
SYSTEMS AND METHODS FOR UNMANNED AERIAL VEHICLE LANDING,B64F1/20;G05D1/102;B64U80/25;A63H27/00;G05D1/0676;B64C39/024;B60L53/126;B64U70/97;B64C39/02;B64F1/362;B64F1/02;B60L53/14;A63H27/12;B64F1/12,Unknown,2014-10-21,20160257424,67.34909,Aviation
UNMANNED AERIAL VEHICLE (UAV) BEAM FORMING AND POINTING TOWARD GROUND COVERAGE AREA CELLS FOR BROADBAND ACCESS,H04W16/28;H04W72/542;H04W64/003;H04B7/18504;H04W24/10;H04B7/0617;H04B17/309,Unknown,2014-10-16,20160112116,59.726414,Aviation
Novel tracking system using unmanned aerial vehicles,B64C39/024;G05D1/0094,Unknown,2014-10-06,20150134143,66.9209,Aviation
TRANSPORTABLE GROUND STATION FOR AN UNMANNED AERIAL VEHICLE,B60L53/12;H02J7/35;B64F1/222;G05D1/0088;G05D1/0011;B64U50/37;B64C39/024,Unknown,2014-10-02,20160229299,68.1342,Aviation
UNMANNED AERIAL VEHICLE DELIVERY SYSTEM,G06Q10/083;G05D1/0088;B64U10/14;G01C21/20;G06Q30/0641;B64D1/12;G05D1/00;B64C39/024;G08G5/0069,Unknown,2014-09-30,20150120094,72.11012,Aviation
Human interaction with unmanned aerial vehicles,G05D1/0094;B64D1/10;B64U60/50;G06Q10/083;G05D1/0033;B64D31/04;B64C39/024;B64D1/12;G05D1/0022;B64D31/06;B64U30/21;G05D1/0016;B64U10/14,"Amazon Technologies, Inc.",2014-09-29,9459620,67.13821,Aviation
Damage avoidance system for unmanned aerial vehicle,G08G5/0008;B64U50/30;B64U70/83;B64D45/00;B64D17/80;G08G5/0056;B64U20/40;G08G5/04;B64U70/87;B64U30/26;G08G5/045;G08G5/0069;B64U20/80;B64C39/02;B64U10/16;G08G5/0013;G08G5/0026;H02K7/183;B64U50/10,"Amazon Technologies, Inc.",2014-09-29,9613539,66.260574,Aviation
Symbiotic Unmanned Aerial Vehicle and Unmanned Surface Vehicle System,G05D1/0274;G05D1/0278;G05D1/0005;G01C21/005;G01N33/24;G08G7/00;G06Q10/047;G05D1/0217,Unknown,2014-09-26,20160018224,65.14637,Aviation
UNMANNED AERIAL VEHICLE FOR ANTENNA RADIATION CHARACTERIZATION,B64C39/024;B64U10/14;G01R29/10,Unknown,2014-09-18,20160088498,69.42545,Aviation
ANTENNA BEAM MANAGEMENT AND GATEWAY DESIGN FOR BROADBAND ACCESS USING UNMANNED AERIAL VEHICLE (UAV) PLATFORMS,H04B7/0695;H04W40/06;H04B7/0617;H04W16/28;H04B7/18504;H01Q1/28;H04B7/2041;H01Q25/00,Unknown,2014-09-15,20160013858,59.85209,Aviation
PACKAGE TRANSPORT BY UNMANNED AERIAL VEHICLES,G06Q10/083;B64C39/024;G06Q10/08;G05D1/102,Unknown,2014-09-10,20160068265,70.83446,Aviation
UNMANNED AERIAL VEHICLE FOR HAZARD DETECTION,G08G1/096741;G08G1/096766;B60R21/00;G08G1/166;B64C39/024;G08G1/096716;G05D1/106;G08G1/091,Unknown,2014-09-03,20160059962,70.591415,Aviation
ELECTRIC UNMANNED AERIAL VEHICLE LAUNCHER,B64F1/08,Unknown,2014-08-27,20150060600,70.591415,Aviation
